區域,行業分類,會員編號,公司名稱,詳情網址
新淵,運輸物流及報關行,NIA00633,世邦國際集運(越南)股份有限公司,https://btbvn.vn/NIA00633
新淵,運輸物流及報關行,NIA00649,超捷國際物流股份有限公司,https://btbvn.vn/NIA00649
新淵,運輸物流及報關行,NIA00669,興恆貿易-報關物流有限公司,https://btbvn.vn/NIA00669
新淵,運輸物流及報關行,NIA01082,越南STAR CONCORD有限責任公司,https://btbvn.vn/NIA01082
新淵,運輸物流及報關行,NIA01018,"KI-WORKS VIETNAM CO.,LTD",https://btbvn.vn/NIA01018
新淵,運輸物流及報關行,NIA00822,長榮海運越南分公司,https://btbvn.vn/NIA00822
新淵,運輸物流及報關行,NIB00845,IHT 報關物流,https://btbvn.vn/NIB00845
新淵,運輸物流及報關行,NIB00857,U&I 物流股份公司,https://btbvn.vn/NIB00857
新淵,運輸物流及報關行,NIA00914,三龍運輸報關有限公司,https://btbvn.vn/NIA00914
新淵,醫療服務及器材,NIA00701,弘騏股份有限公司,https://btbvn.vn/NIA00701
新淵,醫療服務及器材,NIA01513,駿諺儀器越南有限公司,https://btbvn.vn/NIA01513
新淵,醫療服務及器材,NIA01493,開佰責任有限公司,https://btbvn.vn/NIA01493
新淵,醫療服務及器材,NIA01226,麗興責任有限公司,https://btbvn.vn/NIA01226
新淵,醫療服務及器材,NIA01031,越南新順責任有限公司,https://btbvn.vn/NIA01031
新淵,醫療服務及器材,NIA01018,"KI-WORKS VIETNAM CO.,LTD",https://btbvn.vn/NIA01018
新淵,醫療服務及器材,NIA00997,伍氏科技股份有限公司,https://btbvn.vn/NIA00997
新淵,醫療服務及器材,NIA00892,林醫師診所,https://btbvn.vn/NIA00892
新淵,醫療服務及器材,NIA01283,胡志明醫藥大學震興醫院,https://btbvn.vn/NIA01283
新淵,醫療服務及器材,NIA01573,越南FASWELL責任有限公司,https://btbvn.vn/NIA01573
新淵,金屬五金製品電鍍及模具,NIA00023,詠聚責任有限公司,https://btbvn.vn/NIA00023
新淵,金屬五金製品電鍍及模具,NIA01514,興一企業股份有限公司,https://btbvn.vn/NIA01514
新淵,金屬五金製品電鍍及模具,NIA01497,恆亮責任有限公司,https://btbvn.vn/NIA01497
新淵,金屬五金製品電鍍及模具,NIA01494,越南隆利五金貿易責任有限公司,https://btbvn.vn/NIA01494
新淵,金屬五金製品電鍍及模具,NIA01493,開佰責任有限公司,https://btbvn.vn/NIA01493
新淵,金屬五金製品電鍍及模具,NIA01489,安泰富模具鋼公司,https://btbvn.vn/NIA01489
新淵,金屬五金製品電鍍及模具,NIA01486,啟銓熱處理工業有限公司,https://btbvn.vn/NIA01486
新淵,金屬五金製品電鍍及模具,NIA00140,越旺國際股份有限公司,https://btbvn.vn/NIA00140
新淵,金屬五金製品電鍍及模具,NIA00152,雅邦國際有限公司,https://btbvn.vn/NIA00152
新淵,金屬五金製品電鍍及模具,NIB01474,越南中望軟件有限公司,https://btbvn.vn/NIB01474
新淵,金屬五金製品電鍍及模具,NIA00158,CO-WIN 螺絲工業股份有限公司,https://btbvn.vn/NIA00158
新淵,金屬五金製品電鍍及模具,NIA00185,富山春興業股份有限公司,https://btbvn.vn/NIA00185
新淵,金屬五金製品電鍍及模具,NIA00207,鑫龍金屬工業股份有限公司,https://btbvn.vn/NIA00207
新淵,金屬五金製品電鍍及模具,NIA00211,筆聖企業有限公司,https://btbvn.vn/NIA00211
新淵,金屬五金製品電鍍及模具,NIA01468,永大國際有限公司,https://btbvn.vn/NIA01468
新淵,金屬五金製品電鍍及模具,NIA01461,震雄機械越南有限公司,https://btbvn.vn/NIA01461
新淵,金屬五金製品電鍍及模具,NIA00240,協裕五金有限公司,https://btbvn.vn/NIA00240
新淵,金屬五金製品電鍍及模具,NIA00251,和鐵特殊鋼股份有限公司,https://btbvn.vn/NIA00251
新淵,金屬五金製品電鍍及模具,NIA00260,"POWER BEST CO., LTD",https://btbvn.vn/NIA00260
新淵,金屬五金製品電鍍及模具,NIA00276,維星工業責任有限公司,https://btbvn.vn/NIA00276
新淵,金屬五金製品電鍍及模具,NIA00277,廣進研磨科技有限公司,https://btbvn.vn/NIA00277
新淵,金屬五金製品電鍍及模具,NIA00280,越盛股份有限公司,https://btbvn.vn/NIA00280
新淵,金屬五金製品電鍍及模具,NIA00312,聯興企業有限公司,https://btbvn.vn/NIA00312
新淵,金屬五金製品電鍍及模具,NIA00317,越晟化學有限公司,https://btbvn.vn/NIA00317
新淵,金屬五金製品電鍍及模具,NIA00327,華勝五金企業有限公司,https://btbvn.vn/NIA00327
新淵,金屬五金製品電鍍及模具,NIA00342,和欣精密有限公司,https://btbvn.vn/NIA00342
新淵,金屬五金製品電鍍及模具,NIA00366,越南台展塑膠工業責任有限公司,https://btbvn.vn/NIA00366
新淵,金屬五金製品電鍍及模具,NIA00371,廣聯天車電梯責任有限公司,https://btbvn.vn/NIA00371
新淵,金屬五金製品電鍍及模具,NIA00396,越一工業股份有限公司,https://btbvn.vn/NIA00396
新淵,金屬五金製品電鍍及模具,NIA00403,富安精密工業公司,https://btbvn.vn/NIA00403
新淵,金屬五金製品電鍍及模具,NIA01435,艾奇瑪責任有限公司,https://btbvn.vn/NIA01435
新淵,金屬五金製品電鍍及模具,NIA00430,金耘鋼鐵股份有限公司,https://btbvn.vn/NIA00430
新淵,金屬五金製品電鍍及模具,NIA00434,越南永欣塑膠有限公司,https://btbvn.vn/NIA00434
新淵,金屬五金製品電鍍及模具,NIA00443,銀泰責任有限公司,https://btbvn.vn/NIA00443
新淵,金屬五金製品電鍍及模具,NIA00488,越南歐旻傢俱股份有限公司,https://btbvn.vn/NIA00488
新淵,金屬五金製品電鍍及模具,NIA00491,SWAN 工業(越南)責任有限公司,https://btbvn.vn/NIA00491
新淵,金屬五金製品電鍍及模具,NIA00492,自力重鋼&營造工程責任有限公司,https://btbvn.vn/NIA00492
新淵,金屬五金製品電鍍及模具,NIA00497,越南佳鋐責任有限公司,https://btbvn.vn/NIA00497
新淵,金屬五金製品電鍍及模具,NIA00501,祥聚越南有限公司,https://btbvn.vn/NIA00501
新淵,金屬五金製品電鍍及模具,NIA01616,達詳自動化股份有限公司,https://btbvn.vn/NIA01616
新淵,金屬五金製品電鍍及模具,NIA01344,越南維信國際責任有限公司,https://btbvn.vn/NIA01344
新淵,金屬五金製品電鍍及模具,NIA00519,鐵王流體控制設備(越南)責任有限公司,https://btbvn.vn/NIA00519
新淵,金屬五金製品電鍍及模具,NIA01321,越南英全工業有限公司,https://btbvn.vn/NIA01321
新淵,金屬五金製品電鍍及模具,NIA00523,毅鋼科技責任有限公司,https://btbvn.vn/NIA00523
新淵,金屬五金製品電鍍及模具,NIA00531,越興精密責任有限公司,https://btbvn.vn/NIA00531
新淵,金屬五金製品電鍍及模具,NIA00561,飛太工業責任有限公司,https://btbvn.vn/NIA00561
新淵,金屬五金製品電鍍及模具,NIA01263,中貿金屬工業（越南）有限公司,https://btbvn.vn/NIA01263
新淵,金屬五金製品電鍍及模具,NIA00579,精創金屬責任有限公司,https://btbvn.vn/NIA00579
新淵,金屬五金製品電鍍及模具,NIA01255,昇頡金屬責任有限公司,https://btbvn.vn/NIA01255
新淵,金屬五金製品電鍍及模具,NIA01250,名揚工業股份有限公司,https://btbvn.vn/NIA01250
新淵,金屬五金製品電鍍及模具,NIA01247,引發實業有限公司,https://btbvn.vn/NIA01247
新淵,金屬五金製品電鍍及模具,NIA01241,精毅五金責任有限公司,https://btbvn.vn/NIA01241
新淵,金屬五金製品電鍍及模具,NIA00605,越南正源五金責任有限公司,https://btbvn.vn/NIA00605
新淵,金屬五金製品電鍍及模具,NIA01184,越南鼎騰PVD奈米塗層科技有限公司,https://btbvn.vn/NIA01184
新淵,金屬五金製品電鍍及模具,NIA01618,越南美亞責任有限公司,https://btbvn.vn/NIA01618
新淵,金屬五金製品電鍍及模具,NIA01425,越南高點家具有限公司,https://btbvn.vn/NIA01425-
新淵,金屬五金製品電鍍及模具,NIA01156,越利股份有限公司,https://btbvn.vn/NIA01156
新淵,金屬五金製品電鍍及模具,NIA01151,越南平陽日貿塑膠科技有限公司,https://btbvn.vn/NIA01151
新淵,金屬五金製品電鍍及模具,NIA01361,泰嘉粉末冶金有限公司(越南),https://btbvn.vn/NIA01361
新淵,金屬五金製品電鍍及模具,NIA01131,李國生產貿易責任有限公司,https://btbvn.vn/NIA01131
新淵,金屬五金製品電鍍及模具,NIA00935,國升興業有限公司,https://btbvn.vn/NIA00935
新淵,金屬五金製品電鍍及模具,NIA01111,越南邦泰責任有限公司,https://btbvn.vn/NIA01111
新淵,金屬五金製品電鍍及模具,NIA01104,越南螺絲責任有限公司,https://btbvn.vn/NIA01104
新淵,金屬五金製品電鍍及模具,NIA00614,英德越南工業責任有限公司,https://btbvn.vn/NIA00614
新淵,金屬五金製品電鍍及模具,NIA00634,雄港(樂台)精密責任有限公司,https://btbvn.vn/NIA00634
新淵,金屬五金製品電鍍及模具,NIA01086,越南寶勝責任有限公司,https://btbvn.vn/NIA01086
新淵,金屬五金製品電鍍及模具,NIA00656,駿越實業有限公司,https://btbvn.vn/NIA00656
新淵,金屬五金製品電鍍及模具,NIA00673,鼎鈞(越南)責任有限公司,https://btbvn.vn/NIA00673
新淵,金屬五金製品電鍍及模具,NIA00680,政展越南熱處理廠,https://btbvn.vn/NIA00680
新淵,金屬五金製品電鍍及模具,NIA00686,普德化工(越南)有限公司,https://btbvn.vn/NIA00686
新淵,金屬五金製品電鍍及模具,NIA01576,越南鼎特力科科技有限公司,https://btbvn.vn/NIA01576
新淵,金屬五金製品電鍍及模具,NIA00690,金煜材料科技股份有限公司,https://btbvn.vn/NIA00690
新淵,金屬五金製品電鍍及模具,NIA00692,福肯工業責任有限公司,https://btbvn.vn/NIA00692
新淵,金屬五金製品電鍍及模具,NIA01039,日頌責任有限公司,https://btbvn.vn/NIA01039
新淵,金屬五金製品電鍍及模具,NIA00717,越南吉田精密有限公司,https://btbvn.vn/NIA00717
新淵,金屬五金製品電鍍及模具,NIA00770,新豪基生產貿易責任有限公司,https://btbvn.vn/NIA00770
新淵,金屬五金製品電鍍及模具,NIA01011,越南全立製罐股份有限公,https://btbvn.vn/NIA01011
新淵,金屬五金製品電鍍及模具,NIA00804,越南登琳實業有限公司,https://btbvn.vn/NIA00804
新淵,金屬五金製品電鍍及模具,NIA01007,越銘金屬塑料責任有限公司,https://btbvn.vn/NIA01007
新淵,金屬五金製品電鍍及模具,NIA00814,錩鴻精密鑄造責任有限公司,https://btbvn.vn/NIA00814
新淵,金屬五金製品電鍍及模具,NIA01006,越南建通電子五金責任有限公司,https://btbvn.vn/NIA01006
新淵,金屬五金製品電鍍及模具,NIA00834,鑫成座墊股份有限公司（越南）,https://btbvn.vn/NIA00834
新淵,金屬五金製品電鍍及模具,NIA00849,億明責任有限公司,https://btbvn.vn/NIA00849
新淵,金屬五金製品電鍍及模具,NIA00983,格英責任有限公司,https://btbvn.vn/NIA00983
新淵,金屬五金製品電鍍及模具,NIA00975,大倉責任有限公司,https://btbvn.vn/NIA00975
新淵,金屬五金製品電鍍及模具,NIA00865,永裕電鍍機械廠,https://btbvn.vn/NIA00865
新淵,金屬五金製品電鍍及模具,NIA00953,鴻運責任有限公司,https://btbvn.vn/NIA00953
新淵,金屬五金製品電鍍及模具,NIA00889,匠門企業股份有限公司,https://btbvn.vn/NIA00889
新淵,金屬五金製品電鍍及模具,NIA00940,瑋柏工業有限公司,https://btbvn.vn/NIA00940
新淵,金屬五金製品電鍍及模具,NIA00898,J&F 國際責任有限公司,https://btbvn.vn/NIA00898
新淵,金屬五金製品電鍍及模具,NIA00899,越南首君責任有限公司,https://btbvn.vn/NIA00899
新淵,金屬五金製品電鍍及模具,NIA01314,貿錦責任有限公司,https://btbvn.vn/NIA01314
新淵,金屬五金製品電鍍及模具,NIA01534,越南鋐昇責任有限公司,https://btbvn.vn/NIA01534
新淵,金屬五金製品電鍍及模具,NIA00993,昌輝五金沖壓鐵管傢俱有限公司,https://btbvn.vn/NIA00993
新淵,金屬五金製品電鍍及模具,NIA01634,金盛元-越南有限公司,https://btbvn.vn/NIA01634
新淵,金屬五金製品電鍍及模具,NIA01566,羅發精工越南有限公司,https://btbvn.vn/NIA01566
新淵,金融保險證券業,NIA00048,臺北富邦銀行,https://btbvn.vn/NIA00048
新淵,金融保險證券業,NIA01582,元大越南證券有限公司-平陽分行,https://btbvn.vn/NIA01582
新淵,金融保險證券業,NIA00083,越南三井住友海上保險集團,https://btbvn.vn/NIA00083
新淵,金融保險證券業,NIA00116,永豐銀行- 胡志明市分行,https://btbvn.vn/NIA00116
新淵,金融保險證券業,NIA00150,中國信託商業銀行股份有限公司胡志明市分行,https://btbvn.vn/NIA00150
新淵,金融保險證券業,NIA00236,世越銀行平陽分行,https://btbvn.vn/NIA00236
新淵,金融保險證券業,NIA00262,第一銀行胡志明市分行,https://btbvn.vn/NIA00262
新淵,金融保險證券業,NIA00335,華南銀行胡明市分行,https://btbvn.vn/NIA00335
新淵,金融保險證券業,NIA01615,越南航海股份銀行,https://btbvn.vn/NIA01615
新淵,金融保險證券業,NIB01592,西貢商信銀行-平陽分行,https://btbvn.vn/NIB01592
新淵,金融保險證券業,NIA00507,越南國泰產物保險公司,https://btbvn.vn/NIA00507
新淵,金融保險證券業,NIB01369,金荷花環保責任有限公司,https://btbvn.vn/NIB01369
新淵,金融保險證券業,NIA00567,越南富邦產物保險責任有限公司 ~ 平陽分公司,https://btbvn.vn/NIA00567
新淵,金融保險證券業,NIA01631,越南權昱工業責任有限公司,https://btbvn.vn/NIA01631
新淵,金融保險證券業,NIB01097,Joint Stock Commercial Bank for Foreign Trade of Vietnam – Binh Duong Branch,https://btbvn.vn/NIB01097
新淵,金融保險證券業,NIA00669,興恆貿易-報關物流有限公司,https://btbvn.vn/NIA00669
新淵,金融保險證券業,NIA01626,健和興端子股份越南有限公司,https://btbvn.vn/NIA01626
新淵,金融保險證券業,NIA01046,仲利國際租賃有限公司,https://btbvn.vn/NIA01046
新淵,金融保險證券業,NIA00748,恒利服務集團,https://btbvn.vn/NIA00748
新淵,金融保險證券業,NIA00782,台灣新光商業銀行胡志明市辦事處,https://btbvn.vn/NIA00782
新淵,金融保險證券業,NIA00807,兆豐國際商業銀行,https://btbvn.vn/NIA00807
新淵,金融保險證券業,NIA00851,上海商業儲蓄銀行,https://btbvn.vn/NIA00851
新淵,金融保險證券業,NIA00956,越南投資與發展商業股份銀行 BIDV,https://btbvn.vn/NIA00956
新淵,金融保險證券業,NIA00891,台新銀行,https://btbvn.vn/NIA00891
新淵,金融保險證券業,NIB01591,越南科技及商業股份銀行 (TECHCOMBANK),https://btbvn.vn/NIB01591
新淵,金融保險證券業,NIA01533,越南富邦人壽責任有限公司,https://btbvn.vn/NIA01533
新淵,金融保險證券業,NIB01537,越南工商股份商業銀行(vietinbank)平陽分行,https://btbvn.vn/NIB01537
新淵,金融保險證券業,NIA01539,台中商業銀行胡志明市辦事處,https://btbvn.vn/NIA01539
新淵,金融保險證券業,NIA01556,越南國泰人壽保險有限公司,https://btbvn.vn/NIA01556
新淵,電子電器製造,NIA01518,億立影視科技(越南)責任有限公司,https://btbvn.vn/NIA01518
新淵,電子電器製造,NIA00097,新東興責任有限公司,https://btbvn.vn/NIA00097
新淵,電子電器製造,NIA01495,越南瑞儀科技股份有限公司,https://btbvn.vn/NIA01495
新淵,電子電器製造,NIA01478,越南ZYLUX責任有限公司,https://btbvn.vn/NIA01478
新淵,電子電器製造,NIA00189,SURE GREEN 責任有限公司,https://btbvn.vn/NIA00189
新淵,電子電器製造,NIA00195,上晴電子(越南)責任有限公司,https://btbvn.vn/NIA00195
新淵,電子電器製造,NIA01451,越泰豐機電責任有限公司,https://btbvn.vn/NIA01451
新淵,電子電器製造,NIA00337,欣越電子有限公司,https://btbvn.vn/NIA00337
新淵,電子電器製造,NIA00368,伸興工業責任有限公司,https://btbvn.vn/NIA00368
新淵,電子電器製造,NIA00389,舜新工業有限公司,https://btbvn.vn/NIA00389
新淵,電子電器製造,'NIA01621,越南LED光電工程有限公司,https://btbvn.vn/-NIA01621
新淵,電子電器製造,NIA00502,金原工業(越南)有限公司,https://btbvn.vn/NIA00502
新淵,電子電器製造,NIA00518,江玥金屬股份公司,https://btbvn.vn/NIA00518
新淵,電子電器製造,NIA01336,越南釩泰研究創新責任有限公司,https://btbvn.vn/NIA01336
新淵,電子電器製造,NIA01335,大河新能源科技有限公司 (大亞照明),https://btbvn.vn/NIA01335
新淵,電子電器製造,NIA00541,穩泰責任有限公司,https://btbvn.vn/NIA00541
新淵,電子電器製造,NIA00568,泰銘(越南)責任有限公司,https://btbvn.vn/NIA00568
新淵,電子電器製造,NIA00584,廣恆責任有限公司,https://btbvn.vn/member
新淵,電子電器製造,NIA00595,大亞(越南)電線電纜股份公司,https://btbvn.vn/NIA00595
新淵,電子電器製造,NIB01199,佑吉電機 (越南) 責任有限公司,https://btbvn.vn/NIB01199
新淵,電子電器製造,NIA01155,力菱機電事業股份有限公司（越南）,https://btbvn.vn/NIA01155
新淵,電子電器製造,NIA00610,喬一電工有限公司,https://btbvn.vn/NIA00610
新淵,電子電器製造,NIA01085,東元科技(越南)責任有限公司,https://btbvn.vn/NIA01085
新淵,電子電器製造,NIA01626,健和興端子股份越南有限公司,https://btbvn.vn/NIA01626
新淵,電子電器製造,NIA01045,翌豐責任有限公司,https://btbvn.vn/NIA01045
新淵,電子電器製造,NIA00758,龍門工業氣體瓦斯工程責任有限公司,https://btbvn.vn/NIA00758
新淵,電子電器製造,NIA01006,越南建通電子五金責任有限公司,https://btbvn.vn/NIA01006
新淵,電子電器製造,NIA00821,成銘機電空調工程公司,https://btbvn.vn/NIA00821
新淵,電子電器製造,NIA00826,盛昌科技股份有限公司,https://btbvn.vn/NIA00826
新淵,電子電器製造,NIA00842,越南東菱責任有限公司,https://btbvn.vn/NIA00842
新淵,電子電器製造,NIA00991,台灣龍輝聯權一成員責任有限公司,https://btbvn.vn/NIA00991
新淵,電子電器製造,NIA01632,樺櫟責任有限公司,https://btbvn.vn/NIA01632
新淵,電子電器製造,NIA00494,越南英展精密責任有限公司,https://btbvn.vn/NIA00494
新淵,電子電器製造,NIA01524,金美電機貿易責任有限公司,https://btbvn.vn/NIA01524
新淵,電子電器製造,NIA01607,越南精銳科技股份有限公司,https://btbvn.vn/NIA01607
新淵,電子電器製造,NIB01558,信寶蘭責任有限公司,https://btbvn.vn/NIB01558
新淵,電腦及通訊器材,NIA01506,平陽錦林責任有限公司,https://btbvn.vn/NIA01506
新淵,電腦及通訊器材,NIB01485,MEDIASTEP 越南軟件公司,https://btbvn.vn/NIB01485
新淵,電腦及通訊器材,NIA01322,傑龍股份有限公司,https://btbvn.vn/NIA01322
新淵,電腦及通訊器材,NIA01316,安普新國際責任有限公司,https://btbvn.vn/NIA01316
新淵,電腦及通訊器材,NIA00527,鼎捷軟體(越南)責任有限公司,https://btbvn.vn/NIA00527
新淵,電腦及通訊器材,NIA00559,華電儀錶、燈具有限公司,https://btbvn.vn/NIA00559
新淵,電腦及通訊器材,NIA01077,富士軟片資訊股份有限公司,https://btbvn.vn/NIA01077
新淵,電腦及通訊器材,NIB01558,信寶蘭責任有限公司,https://btbvn.vn/NIB01558
新淵,電腦及通訊器材,NIB01569,盈發達建築有限公司,https://btbvn.vn/NIB01569
新淵,鞋業鞋材,NIA0007,富盛泡棉股份有限公司,https://btbvn.vn/NIA0007
新淵,鞋業鞋材,NIA00012,寶輝國際紡織有限公司,https://btbvn.vn/NIA00012
新淵,鞋業鞋材,NIA00013,郡盛企業有限公司,https://btbvn.vn/NIA00013
新淵,鞋業鞋材,NIA00018,眾安科技股份有限公司,https://btbvn.vn/NIA00018
新淵,鞋業鞋材,NIA00049,正裕國際有限公司金越鞋廠,https://btbvn.vn/NIA00049
新淵,鞋業鞋材,NIA00065,鞋美工業責任有限公司,https://btbvn.vn/NIA00065
新淵,鞋業鞋材,NIA00167,越南成長實業有限公司,https://btbvn.vn/NIA00167
新淵,鞋業鞋材,NIA00205,越友責任有限公司,https://btbvn.vn/NIA00205
新淵,鞋業鞋材,NIA00209,越南春日責任有限公司,https://btbvn.vn/NIA00209
新淵,鞋業鞋材,NIA01473,越南協恩國際有限公司,https://btbvn.vn/NIA01473
新淵,鞋業鞋材,NIA01466,達鐿(越南)製模科技責任有限公司,https://btbvn.vn/NIA01466
新淵,鞋業鞋材,NIA00265,越南永義鞋業有限公司,https://btbvn.vn/NIA00265
新淵,鞋業鞋材,NIA00288,義哲工業股份有限公司(越南),https://btbvn.vn/NIA00288
新淵,鞋業鞋材,NIA00298,暐鉎股份有限公司,https://btbvn.vn/NIA00298
新淵,鞋業鞋材,NIA00395,振泰(越南)織造有限公司,https://btbvn.vn/NIA00395
新淵,鞋業鞋材,NIA00434,越南永欣塑膠有限公司,https://btbvn.vn/NIA00434
新淵,鞋業鞋材,NIA01388,今立美福責任有限公司,https://btbvn.vn/NIA01388
新淵,鞋業鞋材,NIA01373,越南高樂生產貿易有限公司,https://btbvn.vn/NIA01373
新淵,鞋業鞋材,NIA01346,柏力克責任有限公司,https://btbvn.vn/NIA01346
新淵,鞋業鞋材,NIA01341,台橡(越南)責任有限公司,https://btbvn.vn/NIA01341
新淵,鞋業鞋材,NIA01320,石梅材料(越南)責任有限公司,https://btbvn.vn/NIA01320
新淵,鞋業鞋材,NIA00592,志雄責任有限公司,https://btbvn.vn/NIA00592
新淵,鞋業鞋材,NIA01619,越南展毅責任有限公司,https://btbvn.vn/NIA01619
新淵,鞋業鞋材,NIA01133,越南力大責任有限公司,https://btbvn.vn/NIA01133
新淵,鞋業鞋材,NIA00060,信國塑膠工業股份有限公司,https://btbvn.vn/NIA00060
新淵,鞋業鞋材,NIA01111,越南邦泰責任有限公司,https://btbvn.vn/NIA01111
新淵,鞋業鞋材,NIA01109,越南百宏責任有限公司,https://btbvn.vn/NIA01109
新淵,鞋業鞋材,NIA01083,聯昌責任有限公司,https://btbvn.vn/NIA01083
新淵,鞋業鞋材,NIA01559,崑仲股份有限公司,https://btbvn.vn/NIA01559
新淵,鞋業鞋材,NIA01030,越南金錩鞋業有限公司,https://btbvn.vn/NIA01030
新淵,鞋業鞋材,NIA00777,南峰電繡股份有限公司(越南),https://btbvn.vn/NIA00777
新淵,鞋業鞋材,NIA00792,昶遠(越南)國際股份有限公司,https://btbvn.vn/NIA00792
新淵,鞋業鞋材,NIA00805,通用製鞋工業有限公司,https://btbvn.vn/NIA00805
新淵,鞋業鞋材,NIA00837,越南鑽石有限公司,https://btbvn.vn/NIA00837
新淵,鞋業鞋材,NIA00965,偉程（越南）責任有限公司,https://btbvn.vn/NIA00965
新淵,鞋業鞋材,NIA00889,匠門企業股份有限公司,https://btbvn.vn/NIA00889
新淵,鞋業鞋材,NIB00924,WIN WIN 審計責任有限公司,https://btbvn.vn/NIB00924
新淵,鞋業鞋材,NIA01450,翔鴻程責任有限公司,https://btbvn.vn/NIA01450
新淵,鞋業鞋材,NIA01573,越南FASWELL責任有限公司,https://btbvn.vn/NIA01573
新淵,食品加工批售業,NIA00072,統一(越南)有限公司,https://btbvn.vn/NIA00072
新淵,食品加工批售業,NIA0114,大發食品股份有限公司,https://btbvn.vn/NIA0114
新淵,食品加工批售業,NIA00190,"CASA CO.,LTD",https://btbvn.vn/NIA00190
新淵,食品加工批售業,NIA00245,越冠食品公司,https://btbvn.vn/NIA00245
新淵,食品加工批售業,NIA01452,大東羊食品工業股份有限公司,https://btbvn.vn/NIA01452
新淵,食品加工批售業,NIA00331,楨林食品公司,https://btbvn.vn/NIA00331
新淵,食品加工批售業,NIA00436,盛香珍公司,https://btbvn.vn/NIA00436
新淵,食品加工批售業,NIA01415,金帝進出口公司,https://btbvn.vn/NIA01415
新淵,食品加工批售業,NIA01268,優品責任有限公司,https://btbvn.vn/NIA01268
新淵,食品加工批售業,NIA00860,123麵包店,https://btbvn.vn/NIA00860
新淵,食品加工批售業,NIA00609,越南金車有限公司,https://btbvn.vn/NIA00609
新淵,食品加工批售業,NIA01090,CCV 胤齊多媒體廣告行銷公司,https://btbvn.vn/NIA01090
新淵,食品加工批售業,NIA00725,西貢屏榮食品有限公司,https://btbvn.vn/NIA00725
新淵,食品加工批售業,NIA00909,越來香食品伴手禮有限公司,https://btbvn.vn/NIA00909
新淵,食品加工批售業,NIA01531,啟德貿易服務有限公司,https://btbvn.vn/NIA01531
新淵,食品加工批售業,NIA01546,旺旺越南責任有限公司,https://btbvn.vn/NIA01546
新淵,餐飲業,NIA01510,168膳食責任有限公司,https://btbvn.vn/NIA01510
新淵,餐飲業,NIA01233,越興發責任有限公司     -7127 台灣牛排館,https://btbvn.vn/NIA01233
新淵,餐飲業,NIA01239,五福便利商店  (T-Bar珍珠奶茶店),https://btbvn.vn/NIA01239
新淵,餐飲業,NIA01090,CCV 胤齊多媒體廣告行銷公司,https://btbvn.vn/NIA01090
新淵,餐飲業,NIA01627,大娘水餃,https://btbvn.vn/NIA01627
新淵,餐飲業,NIA01564,忠誠責任有限公司,https://btbvn.vn/NIA01564
新淵,其他,NIB01476,EFC 認証咨詢管理責任有限公司,https://btbvn.vn/NIB01476
新淵,其他,NIA01466,達鐿(越南)製模科技責任有限公司,https://btbvn.vn/NIA01466
新淵,其他,NIA01589,越南亞瑞仕國際驗證責任有限公司,https://btbvn.vn/NIA01589
新淵,其他,NIA00256,大福金紙有限公司,https://btbvn.vn/NIA00256
新淵,其他,NIA01453,越南商匯有限公司,https://btbvn.vn/NIA01453
新淵,其他,NIB01636,CPA 審計有限公司,https://btbvn.vn/NIB01636
新淵,其他,NIA00291,越揚工業股份有限公司,https://btbvn.vn/NIA00291
新淵,其他,NIA01434,亞洲營養技術(越南)有限公司-平陽分公司,https://btbvn.vn/NIA01434
新淵,其他,NIA01401,阿波羅綠能科技有限公司,https://btbvn.vn/NIA01401
新淵,其他,NIA01271,耀億越南責任有限公司,https://btbvn.vn/NIA01271
新淵,其他,NIA01163,"V INDUSTRIES CO.,LTD",https://btbvn.vn/NIA01163
新淵,其他,NIB01035,黎龍保衛勞務責任有限公司,https://btbvn.vn/NIB01035
新淵,其他,NIA01622,AITEC科技責任有限公司,https://btbvn.vn/NIA01622
新淵,其他,NIA00926,ACE ELITE CO. LTD,https://btbvn.vn/NIA00926
新淵,其他,NIA00906,展昭國際企業股份有限公司,https://btbvn.vn/NIA00906
新淵,其他,NIB01526,天倍管理咨询 (上海)有限公司,https://btbvn.vn/NIB01526
新淵,其他,NIA01528,冠勝高分子科技有限公司,https://btbvn.vn/NIA01528
新淵,其他,NIB01548,阿里巴巴越南平陽省分公司,https://btbvn.vn/NIB01548
新淵,其他,NIB01553,友圓實業越南分公司,https://btbvn.vn/NIB01553
新淵,其他,NIA01555,越展國際有限公司,https://btbvn.vn/NIA01555
新淵,其他,NIA01575,綠境ESG顧問股份有限公司,https://btbvn.vn/NIA01575
宜安,行業分類,NIA0001,橋登制衣有限公司(越南),https://btbvn.vn/NIA0001
宜安,行業分類,NIA00023,詠聚責任有限公司,https://btbvn.vn/NIA00023
宜安,行業分類,NIA00037,超越橡膠廠責任有限公司,https://btbvn.vn/NIA00037
宜安,行業分類,NIA00044,越南東元包裝生產聯營公司,https://btbvn.vn/NIA00044
宜安,行業分類,NIA00054,越南長泰內衣責任有限公司,https://btbvn.vn/NIA00054
宜安,行業分類,NIA00072,統一(越南)有限公司,https://btbvn.vn/NIA00072
宜安,行業分類,NIA00086,林達興實業有限公司,https://btbvn.vn/NIA00086
宜安,行業分類,NIA01506,平陽錦林責任有限公司,https://btbvn.vn/NIA01506
宜安,行業分類,NIA01583,國升化學責任有限公司,https://btbvn.vn/NIA01583
